game,seed,t,split,policy,action,mean,std,ci95,n,advantage
game_20260826.z8,20260826,1,test,random_uniform,examine shirt,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,1,test,random_uniform,examine stand,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,1,test,random_uniform,go north,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,2,test,oracle_success,close cabinet,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,2,test,oracle_success,examine cabinet,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,2,test,oracle_success,examine counter,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,2,test,oracle_success,examine shirt,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,2,test,oracle_success,examine stand,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,2,test,oracle_success,go north,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,2,test,random_uniform,close cabinet,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,2,test,random_uniform,examine cabinet,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,2,test,random_uniform,examine counter,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,2,test,random_uniform,examine shirt,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,2,test,random_uniform,examine stand,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,2,test,random_uniform,go north,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,0,test,oracle_success,drop legume,0.0,0.0,0.0,4,-0.16666666666666666
game_20260827.z8,20260827,0,test,oracle_success,eat legume,0.0,0.0,0.0,4,-0.16666666666666666
game_20260827.z8,20260827,0,test,oracle_success,examine legume,0.0,0.0,0.0,4,-0.16666666666666666
game_20260827.z8,20260827,0,test,oracle_success,examine mantelpiece,0.0,0.0,0.0,4,-0.16666666666666666
game_20260827.z8,20260827,0,test,oracle_success,go south,1.0,0.0,0.0,4,0.8333333333333334
game_20260827.z8,20260827,0,test,oracle_success,inventory,0.0,0.0,0.0,4,-0.16666666666666666
game_20260827.z8,20260827,0,test,random_uniform,drop legume,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,0,test,random_uniform,eat legume,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,0,test,random_uniform,examine legume,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,0,test,random_uniform,examine mantelpiece,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,0,test,random_uniform,go south,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,0,test,random_uniform,inventory,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,1,test,oracle_success,close basket,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,1,test,oracle_success,drop legume,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,1,test,oracle_success,eat legume,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,1,test,oracle_success,examine basket,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,1,test,oracle_success,examine legume,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,1,test,oracle_success,examine textbook,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,1,test,random_uniform,close basket,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,1,test,random_uniform,drop legume,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,1,test,random_uniform,eat legume,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,1,test,random_uniform,examine basket,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,1,test,random_uniform,examine legume,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,1,test,random_uniform,examine textbook,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,2,test,oracle_success,close basket,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,2,test,oracle_success,drop legume,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,2,test,oracle_success,eat legume,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,2,test,oracle_success,examine basket,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,2,test,oracle_success,examine legume,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,2,test,oracle_success,examine textbook,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,2,test,random_uniform,close basket,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,2,test,random_uniform,drop legume,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,2,test,random_uniform,eat legume,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,2,test,random_uniform,examine basket,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,2,test,random_uniform,examine legume,0.0,0.0,0.0,4,0.0
game_20260827.z8,20260827,2,test,random_uniform,examine textbook,0.0,0.0,0.0,4,0.0
game_20260828.z8,20260828,0,test,oracle_success,examine broom,0.0,0.0,0.0,4,-0.16666666666666666
game_20260828.z8,20260828,0,test,oracle_success,examine rack,0.0,0.0,0.0,4,-0.16666666666666666
game_20260828.z8,20260828,0,test,oracle_success,go east,0.0,0.0,0.0,4,-0.16666666666666666
game_20260828.z8,20260828,0,test,oracle_success,inventory,0.0,0.0,0.0,4,-0.16666666666666666
game_20260828.z8,20260828,0,test,oracle_success,look,0.0,0.0,0.0,4,-0.16666666666666666
game_20260828.z8,20260828,0,test,oracle_success,take broom from rack,1.0,0.0,0.0,4,0.8333333333333334
game_20260828.z8,20260828,0,test,random_uniform,examine broom,0.0,0.0,0.0,4,0.0
game_20260828.z8,20260828,0,test,random_uniform,examine rack,0.0,0.0,0.0,4,0.0
game_20260828.z8,20260828,0,test,random_uniform,go east,0.0,0.0,0.0,4,0.0
game_20260828.z8,20260828,0,test,random_uniform,inventory,0.0,0.0,0.0,4,0.0
game_20260828.z8,20260828,0,test,random_uniform,look,0.0,0.0,0.0,4,0.0
game_20260828.z8,20260828,0,test,random_uniform,take broom from rack,0.0,0.0,0.0,4,0.0
game_20260828.z8,20260828,1,test,oracle_success,drop broom,0.0,0.0,0.0,4,-0.16666666666666666
game_20260828.z8,20260828,1,test,oracle_success,examine broom,0.0,0.0,0.0,4,-0.16666666666666666
game_20260828.z8,20260828,1,test,oracle_success,examine rack,0.0,0.0,0.0,4,-0.16666666666666666
game_20260828.z8,20260828,1,test,oracle_success,go east,1.0,0.0,0.0,4,0.8333333333333334
game_20260828.z8,20260828,1,test,oracle_success,inventory,0.0,0.0,0.0,4,-0.16666666666666666
game_20260828.z8,20260828,1,test,oracle_success,look,0.0,0.0,0.0,4,-0.16666666666666666
game_20260828.z8,20260828,1,test,random_uniform,drop broom,0.0,0.0,0.0,4,-0.08333333333333333
game_20260828.z8,20260828,1,test,random_uniform,examine broom,0.0,0.0,0.0,4,-0.08333333333333333
game_20260828.z8,20260828,1,test,random_uniform,examine rack,0.0,0.0,0.0,4,-0.08333333333333333
game_20260828.z8,20260828,1,test,random_uniform,go east,0.5,0.5773502691896257,0.5658032638058332,4,0.4166666666666667
game_20260828.z8,20260828,1,test,random_uniform,inventory,0.0,0.0,0.0,4,-0.08333333333333333
game_20260828.z8,20260828,1,test,random_uniform,look,0.0,0.0,0.0,4,-0.08333333333333333
game_20260828.z8,20260828,2,test,oracle_success,drop broom,0.0,0.0,0.0,4,0.0
game_20260828.z8,20260828,2,test,oracle_success,examine Canadian chest,0.0,0.0,0.0,4,0.0
game_20260828.z8,20260828,2,test,oracle_success,examine Canadian keycard,0.0,0.0,0.0,4,0.0
game_20260828.z8,20260828,2,test,oracle_success,examine bench,0.0,0.0,0.0,4,0.0
game_20260828.z8,20260828,2,test,oracle_success,examine broom,0.0,0.0,0.0,4,0.0
game_20260828.z8,20260828,2,test,oracle_success,go north,0.0,0.0,0.0,4,0.0
game_20260828.z8,20260828,2,test,random_uniform,drop broom,0.0,0.0,0.0,4,-0.041666666666666664
game_20260828.z8,20260828,2,test,random_uniform,examine Canadian chest,0.0,0.0,0.0,4,-0.041666666666666664
game_20260828.z8,20260828,2,test,random_uniform,examine Canadian keycard,0.0,0.0,0.0,4,-0.041666666666666664
game_20260828.z8,20260828,2,test,random_uniform,examine bench,0.0,0.0,0.0,4,-0.041666666666666664
game_20260828.z8,20260828,2,test,random_uniform,examine broom,0.0,0.0,0.0,4,-0.041666666666666664
game_20260828.z8,20260828,2,test,random_uniform,go north,0.25,0.5,0.49,4,0.20833333333333334
game_20260829.z8,20260829,0,test,oracle_success,examine cushion,0.0,0.0,0.0,4,-0.2
game_20260829.z8,20260829,0,test,oracle_success,go south,1.0,0.0,0.0,4,0.8
game_20260829.z8,20260829,0,test,oracle_success,inventory,0.0,0.0,0.0,4,-0.2
game_20260829.z8,20260829,0,test,oracle_success,look,0.0,0.0,0.0,4,-0.2
game_20260829.z8,20260829,0,test,oracle_success,take cushion,0.0,0.0,0.0,4,-0.2
game_20260829.z8,20260829,0,test,random_uniform,examine cushion,0.0,0.0,0.0,4,0.0
game_20260829.z8,20260829,0,test,random_uniform,go south,0.0,0.0,0.0,4,0.0
game_20260829.z8,20260829,0,test,random_uniform,inventory,0.0,0.0,0.0,4,0.0
game_20260829.z8,20260829,0,test,random_uniform,look,0.0,0.0,0.0,4,0.0
game_20260829.z8,20260829,0,test,random_uniform,take cushion,0.0,0.0,0.0,4,0.0
game_20260829.z8,20260829,1,test,oracle_success,examine stand,0.0,0.0,0.0,4,-0.2
game_20260829.z8,20260829,1,test,oracle_success,go east,1.0,0.0,0.0,4,0.8
game_20260829.z8,20260829,1,test,oracle_success,go north,0.0,0.0,0.0,4,-0.2
game_20260829.z8,20260829,1,test,oracle_success,inventory,0.0,0.0,0.0,4,-0.2
game_20260829.z8,20260829,1,test,oracle_success,look,0.0,0.0,0.0,4,-0.2
game_20260829.z8,20260829,1,test,random_uniform,examine stand,0.0,0.0,0.0,4,0.0
game_20260829.z8,20260829,1,test,random_uniform,go east,0.0,0.0,0.0,4,0.0
game_20260829.z8,20260829,1,test,random_uniform,go north,0.0,0.0,0.0,4,0.0
game_20260829.z8,20260829,1,test,random_uniform,inventory,0.0,0.0,0.0,4,0.0
game_20260829.z8,20260829,1,test,random_uniform,look,0.0,0.0,0.0,4,0.0
game_20260829.z8,20260829,2,test,oracle_success,examine cabinet,0.0,0.0,0.0,4,0.0
game_20260829.z8,20260829,2,test,oracle_success,examine lampshade,0.0,0.0,0.0,4,0.0
game_20260829.z8,20260829,2,test,oracle_success,examine shelf,0.0,0.0,0.0,4,0.0
game_20260829.z8,20260829,2,test,oracle_success,go west,0.0,0.0,0.0,4,0.0
game_20260829.z8,20260829,2,test,oracle_success,inventory,0.0,0.0,0.0,4,0.0
game_20260829.z8,20260829,2,test,oracle_success,look,0.0,0.0,0.0,4,0.0
game_20260829.z8,20260829,2,test,random_uniform,examine cabinet,0.25,0.5,0.49,4,0.04166666666666666
game_20260829.z8,20260829,2,test,random_uniform,examine lampshade,0.25,0.5,0.49,4,0.04166666666666666
game_20260829.z8,20260829,2,test,random_uniform,examine shelf,0.25,0.5,0.49,4,0.04166666666666666
game_20260829.z8,20260829,2,test,random_uniform,go west,0.0,0.0,0.0,4,-0.20833333333333334
game_20260829.z8,20260829,2,test,random_uniform,inventory,0.25,0.5,0.49,4,0.04166666666666666
game_20260829.z8,20260829,2,test,random_uniform,look,0.25,0.5,0.49,4,0.04166666666666666
